시설번호,시설유형,실내_실외,구,동,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
42321,주택단지,실외,분당구,수내동,분당파크타운아파트 118동,경기도 성남시 분당구 내정로 152,,2009-12-11,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-01,Y,N,N,031-748-8147,2025-07-05
500141,주택단지,실외,수정구,단대동,진흥더블파크아파트 놀이터,경기도 성남시 수정구 단대로23번길 10,,2005-04-12,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-10-26,Y,N,N,031-744-2134,2025-07-05
500155,주택단지,실외,수정구,신흥동,신흥청구아파트 놀이터,경기도 성남시 수정구 공원로 340,,1994-12-15,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+철봉(1)+스페이스네트(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-18,Y,Y,N,031-721-1767,2025-07-05
500159,주택단지,실외,수정구,양지동,주원파크빌아파트 101동 놀이터,경기도 성남시 수정구 수정로 566,,2004-07-27,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-09-11,Y,Y,N,031-721-1767,2025-07-05
500162,주택단지,실외,수정구,태평동,태평 선경아파트 108동 놀이터,경기도 성남시 수정구 남문로140번길 19,,1991-12-14,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-10,Y,Y,N,031-757-1010,2025-07-05
500163,주택단지,실외,수정구,태평동,태평 선경아파트 103동 놀이터,경기도 성남시 수정구 남문로140번길 19,,1991-12-14,민간,흔들놀이기구(1)+충격흡수용표면재(모래)(1),2023-10-10,Y,Y,N,031-757-1010,2025-07-05
500165,주택단지,실외,수정구,태평동,가천대역 동부센트레빌 1단지 101동 놀이터,경기도 성남시 수정구 태평로 28,,2006-10-27,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-07,Y,Y,N,031-758-5506,2025-07-05
500166,주택단지,실외,수정구,태평동,가천대역 동부센트레빌 1단지 106동 놀이터,경기도 성남시 수정구 태평로 28,,2006-10-27,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-07,Y,Y,N,,2025-07-05
500167,주택단지,실외,수정구,태평동,가천대역동부센트레빌2단지 놀이터,경기도 성남시 수정구 제일로 244,400.27,2007-02-09,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-04-01,Y,Y,N,031-756-8520,2025-07-05
500175,주택단지,실외,중원구,은행동,두산위브아파트 놀이터,경기도 성남시 중원구 은행로 13,306.04,2003-05-27,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,031-756-8520,2025-07-05
500179,주택단지,실외,중원구,하대원,성남자이아파트 107동 놀이터,경기도 성남시 중원구 둔촌대로 363,,2007-07-24,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-08-08,Y,Y,N,,2025-07-05
500181,주택단지,실외,중원구,하대원,성남자이아파트 113동 놀이터,경기도 성남시 중원구 둔촌대로 363,,2007-07-24,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-08-08,Y,Y,N,031-603-3707,2025-07-05
500183,주택단지,실외,중원구,도촌동,동분당포레스트 302동 옆 유아놀이터,경기도 성남시 중원구 도촌남로 67,,2007-12-10,민간,기타(1)+충격흡수용표면재(모래)(1),2024-04-25,Y,Y,N,,2025-07-05
500186,주택단지,실외,중원구,하대원,하대원 아튼빌 1015동앞놀이터,경기도 성남시 중원구 둔촌대로 300,,2003-10-16,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-01,Y,Y,N,,2025-07-05
500188,주택단지,실외,중원구,금광동,래미안금광아파트 105동,경기도 성남시 중원구 황송로 77,,2006-11-13,민간,오르는기구(1)+건너는기구(1)+충격흡수용표면재(포설도포바닥재)(1),2024-04-05,Y,Y,N,,2025-07-05
500189,주택단지,실외,중원구,금광동,래미안금광아파트 108동,경기도 성남시 중원구 황송로 77,,2006-11-13,민간,그네(1)+공중놀이기구(1)+오르는기구(1)+건너는기구(1)+충격흡수용표면재(포설도포바닥재)(1),2024-02-28,Y,Y,N,,2025-07-05
500190,주택단지,실외,중원구,금광동,래미안금광아파트 111동,경기도 성남시 중원구 황송로 77,,2006-11-13,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-24,Y,Y,N,031-752-7013,2025-07-05
500192,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을2단지 놀이터,경기도 성남시 중원구 도촌남로 24,,2008-02-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-09,Y,Y,N,,2025-07-05
500193,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을4단지 402동 놀이터,경기도 성남시 중원구 도촌남로 69,,2008-02-04,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-13,Y,Y,N,,2025-07-05
500201,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을4단지 403동 놀이터,경기도 성남시 중원구 도촌남로 69,517,2008-02-04,민간,그네(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-13,Y,N,N,031-734-9585,2025-07-05
500202,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을4단지 404동 놀이터,경기도 성남시 중원구 도촌남로 69,,2008-02-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-13,Y,N,N,031-758-9834,2025-07-05
500205,주택단지,실외,중원구,상대원,상대원일성아파트 놀이터,경기도 성남시 중원구 순환로198번길 12,,1993-10-12,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2023-11-27,Y,Y,N,031-758-9834,2025-07-05
500206,주택단지,실외,중원구,성남동,성남동현대아파트 101동 놀이터,경기도 성남시 중원구 둔촌대로 193,404,1992-10-10,민간,조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-13,Y,Y,N,031-747-4326,2025-07-05
500207,주택단지,실외,중원구,성남동,성남동현대아파트 102동 놀이터,경기도 성남시 중원구 둔촌대로 193,487,1992-10-10,민간,조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-13,Y,Y,N,031-747-4326,2025-07-05
500209,주택단지,실외,중원구,은행동,은행주공아파트 104동 놀이터,경기도 성남시 중원구 산성대로552번길 15,355,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-747-4326,2025-07-05
500210,주택단지,실외,중원구,은행동,은행주공아파트 107동 놀이터,경기도 성남시 중원구 산성대로552번길 15,281,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-747-4326,2025-07-05
500211,주택단지,실외,중원구,은행동,은행주공아파트 109동 놀이터,경기도 성남시 중원구 산성대로552번길 15,784,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-747-4326,2025-07-05
500212,주택단지,실외,중원구,은행동,은행주공아파트 112동 놀이터,경기도 성남시 중원구 산성대로552번길 15,414,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-747-4326,2025-07-05
500213,주택단지,실외,중원구,은행동,은행주공아파트 116동 놀이터,경기도 성남시 중원구 산성대로552번길 15,300,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-733-2935,2025-07-05
500214,주택단지,실외,중원구,은행동,은행주공아파트 122동 놀이터,경기도 성남시 중원구 산성대로552번길 15,220,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-03,Y,Y,N,031-733-2935,2025-07-05
500215,주택단지,실외,중원구,상대원,상대원삼익아파트 101동 뒤 놀이터,경기도 성남시 중원구 사기막골로31번길 34,301.05,1991-12-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-04,Y,Y,N,,2025-07-05
500216,주택단지,실외,중원구,상대원,상대원삼익아파트 102동 놀이터,경기도 성남시 중원구 사기막골로31번길 34,441.64,1991-12-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-04,Y,N,N,,2025-07-05
500217,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을8단지 제1 놀이터 (805동),경기도 성남시 중원구 도촌남로 134,336.72,2007-07-30,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-23,Y,N,N,,2025-07-05
500218,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을8단지 제2 놀이터 (807동),경기도 성남시 중원구 도촌남로 134,458.2,2007-07-30,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-09-23,Y,Y,N,,2025-07-05
500219,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을8단지 제3 놀이터 (808동),경기도 성남시 중원구 도촌남로 134,523.6,2007-07-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-01-30,Y,N,N,,2025-07-05
500220,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을9단지 911동 앞 놀이터1,경기도 성남시 중원구 도촌남로 148,314.4,2007-10-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-15,Y,Y,N,,2025-07-05
500221,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을9단지 905동 놀이터,경기도 성남시 중원구 도촌남로 148,,2007-10-24,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-15,Y,Y,N,031-707-7841,2025-07-05
500222,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을9단지 908동 놀이터,경기도 성남시 중원구 도촌남로 148,96.88,2007-10-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-15,Y,N,N,031-717-0912,2025-07-05
500244,주택단지,실외,분당구,야탑동,목련마을 한일아파트 304동,경기도 성남시 분당구 판교로 645,,1995-10-31,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-22,Y,N,N,031-717-0912,2025-07-05
500278,주택단지,실외,분당구,구미동,까치마을 건영빌라5단지  503~4동앞,경기도 성남시 분당구 미금일로 136,978.69,1995-06-22,민간,흔들놀이기구(2)+충격흡수용표면재(모래)(1),2022-12-26,Y,Y,N,,2025-07-05
500279,주택단지,실외,분당구,구미동,까치마을 건영빌라5단지 506동놀이터,경기도 성남시 분당구 미금일로 136,891,2015-02-09,민간,흔들놀이기구(2)+충격흡수용표면재(모래)(1),2022-12-26,Y,N,N,,2025-07-05
500285,주택단지,실외,분당구,구미동,까치마을 대우롯데선경아파트 107동,경기도 성남시 분당구 미금로 184,154,1995-11-25,민간,그네(1)+흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-12-06,Y,N,N,,2025-07-05
500286,주택단지,실외,분당구,구미동,까치마을 대우롯데선경아파트 114동,경기도 성남시 분당구 미금로 184,,1995-11-25,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-12-06,Y,Y,N,,2025-07-05
500474,주택단지,실외,분당구,이매동,이매촌동신3단지아파트 302동 옆,경기도 성남시 분당구 양현로94번길 28,530,1992-10-27,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-23,Y,Y,N,,2025-07-05
500617,주택단지,실외,분당구,정자동,상록마을 라이프아파트 202동 앞 놀이터,경기도 성남시 분당구 정자로76번길 10,295,1994-06-29,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-25,Y,Y,N,,2025-07-05
500619,주택단지,실외,분당구,정자동,상록마을 라이프아파트 관리실옆,경기도 성남시 분당구 정자로 56,345,1994-06-29,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-25,Y,Y,N,,2025-07-05
500629,주택단지,실외,분당구,이매동,아름마을 효성아파트 704동 놀이터,경기도 성남시 분당구 이매로 16,322.17,2014-05-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2024-05-08,Y,Y,N,,2025-07-05
500658,주택단지,실외,분당구,이매동,이매금강아파트 관리동 앞,경기도 성남시 분당구 서현로 177,,1992-01-01,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-08-21,Y,Y,N,031-703-1114,2025-07-05
500659,주택단지,실외,분당구,분당동,샛별마을 라이프아파트 103동,경기도 성남시 분당구 분당로 190,,1993-01-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-07-18,Y,Y,N,031-701-4724,2025-07-05
500660,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 114동,경기도 성남시 분당구 중앙공원로 53,,1991-09-30,민간,그네(1)+흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,031-701-9909,2025-07-05
500662,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 121동,경기도 성남시 분당구 중앙공원로 53,,1991-09-30,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,031-701-9909,2025-07-05
500663,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 129동,경기도 성남시 분당구 중앙공원로 53,,1991-09-30,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,031-701-9909,2025-07-05
500664,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 132동,경기도 성남시 분당구 중앙공원로 53,,1991-09-30,민간,그네(2)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,031-701-9909,2025-07-05
500916,주택단지,실외,분당구,야탑동,탑마을대우아파트 202동앞,경기도 성남시 분당구 판교로 421,,1992-12-26,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-28,Y,Y,N,,2025-07-05
500917,주택단지,실외,분당구,야탑동,탑마을대우아파트 211동뒤,경기도 성남시 분당구 판교로 421,,1992-12-26,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+건너는기구(1)+충격흡수용표면재(모래)(1),2023-07-28,Y,Y,N,,2025-07-05
500925,주택단지,실외,분당구,이매동,이매촌 성지아파트 703동,경기도 성남시 분당구 이매로 54,,1992-09-28,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-08,Y,N,N,,2025-07-05
500927,주택단지,실외,분당구,분당동,장안타운건영2차아파트 109동,경기도 성남시 분당구 장안로25번길 28,,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,,2025-07-05
500929,주택단지,실외,분당구,분당동,장안타운건영2차아파트 120동,경기도 성남시 분당구 장안로25번길 28,,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,,2025-07-05
500930,주택단지,실외,분당구,분당동,장안타운건영2차아파트 108동,경기도 성남시 분당구 장안로25번길 28,,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,,2025-07-05
500931,주택단지,실외,분당구,분당동,장안타운건영2차아파트 114동,경기도 성남시 분당구 장안로25번길 28,,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,,2025-07-05
500932,주택단지,실외,분당구,분당동,장안타운건영2차아파트 127동,경기도 성남시 분당구 장안로25번길 28,,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,,2025-07-05
500934,주택단지,실외,분당구,정자동,상록마을 보성임광아파트 402동,경기도 성남시 분당구 정자일로 80,,1995-05-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-28,Y,Y,N,031-713-0791,2025-07-05
500935,주택단지,실외,분당구,정자동,상록마을 보성임광아파트 407동,경기도 성남시 분당구 정자일로 80,,1995-05-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-28,Y,Y,N,,2025-07-05
500936,주택단지,실외,분당구,정자동,상록마을우성3차아파트 301동,경기도 성남시 분당구 내정로 55,,1995-01-14,민간,그네(2)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-18,Y,Y,N,,2025-07-05
500937,주택단지,실외,분당구,정자동,상록마을우성3차아파트 315동,경기도 성남시 분당구 내정로 55,,1995-01-14,민간,흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-08-18,Y,Y,N,,2025-07-05
500938,주택단지,실외,분당구,정자동,상록마을우성3차아파트 316동,경기도 성남시 분당구 내정로 55,,1995-01-14,민간,흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-08-18,Y,Y,N,,2025-07-05
500939,주택단지,실외,분당구,정자동,상록마을우성3차아파트 328동,경기도 성남시 분당구 내정로 55,,1995-01-14,민간,그네(2)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-18,Y,Y,N,,2025-07-05
500940,주택단지,실외,분당구,분당동,샛별마을삼부아파트 401동,경기도 성남시 분당구 수내로 201,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-22,Y,Y,N,,2025-07-05
500941,주택단지,실외,분당구,분당동,샛별마을삼부아파트 405동,경기도 성남시 분당구 수내로 201,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-22,Y,Y,N,,2025-07-05
500942,주택단지,실외,분당구,분당동,샛별마을삼부아파트 409동,경기도 성남시 분당구 수내로 201,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-22,Y,Y,N,,2025-07-05
500943,주택단지,실외,분당구,분당동,샛별마을삼부아파트 410동,경기도 성남시 분당구 수내로 201,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-22,Y,Y,N,,2025-07-05
500950,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제1,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500951,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제2,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500952,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제3,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500953,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제4,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500954,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제5,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500955,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제6,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500956,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제7,경기도 성남시 분당구 분당로263번길 13,,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,,2025-07-05
500959,주택단지,실외,분당구,판교동,판교원마을10단지 휴먼시아 뜰안놀이터,경기도 성남시 분당구 서판교로 73,,2009-05-22,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-08,Y,Y,N,031-8016-0240,2025-07-05
500960,주택단지,실외,분당구,판교동,판교원마을10단지 휴먼시아 들내음놀이터,경기도 성남시 분당구 서판교로 73,,2009-05-22,민간,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-08,Y,Y,N,031-8016-0240,2025-07-05
500961,주택단지,실외,분당구,야탑동,탑마을주공8단지 802동,경기도 성남시 분당구 매화로 12,,1993-04-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-21,Y,Y,N,,2025-07-05
500962,주택단지,실외,분당구,금곡동,청솔마을한라아파트 301동앞 놀이터,경기도 성남시 분당구 정자일로 72,,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,031-714-8955,2025-07-05
500963,주택단지,실외,분당구,금곡동,청솔마을한라아파트 304동앞 놀이터,경기도 성남시 분당구 정자일로 72,,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,031-714-8955,2025-07-05
500964,주택단지,실외,분당구,금곡동,청솔마을한라아파트 309동앞 놀이터,경기도 성남시 분당구 정자일로 72,,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,031-714-8955,2025-07-05
500965,주택단지,실외,분당구,금곡동,청솔마을성원아파트 701동,경기도 성남시 분당구 미금로 251,,1994-08-06,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,031-716-4443,2025-07-05
500966,주택단지,실외,분당구,금곡동,청솔마을성원아파트 703동,경기도 성남시 분당구 미금로 251,,1994-08-06,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,031-716-4443,2025-07-05
500967,주택단지,실외,분당구,금곡동,청솔마을동아아파트,경기도 성남시 분당구 금곡로 233,,1995-02-25,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-26,Y,Y,N,031-712-7201,2025-07-05
500968,주택단지,실외,분당구,금곡동,청솔마을 공무원아파트 504동옆,경기도 성남시 분당구 금곡로 263,,1995-05-03,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-06,Y,Y,N,031-714-4069,2025-07-05
500969,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 805동,경기도 성남시 분당구 불정로 119,,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-07,Y,N,N,,2025-07-05
500970,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 808동,경기도 성남시 분당구 불정로 119,,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-07,Y,Y,N,,2025-07-05
500971,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 809동,경기도 성남시 분당구 불정로 119,,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-07,Y,Y,N,,2025-07-05
500973,주택단지,실외,분당구,정자동,정든마을 우성4차아파트 놀이터,경기도 성남시 분당구 정자로 144,,1995-01-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-01,Y,Y,N,,2025-07-05
500974,주택단지,실외,분당구,정자동,정든마을 동아2단지 203동,경기도 성남시 분당구 불정로 179,,1995-05-24,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2024-04-26,Y,Y,N,,2025-07-05
500975,주택단지,실외,분당구,정자동,정든마을 동아2단지 208동,경기도 성남시 분당구 불정로 179,,1995-05-24,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2024-04-26,Y,Y,N,,2025-07-05
500976,주택단지,실외,분당구,이매동,동부코오롱아파트 관리동옆,경기도 성남시 분당구 양현로 88,,1993-06-28,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,,2025-07-05
500977,주택단지,실외,분당구,이매동,동부코오롱아파트 502동,경기도 성남시 분당구 양현로 88,,1993-06-28,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,,2025-07-05
500980,주택단지,실외,분당구,이매동,아름마을 건영아파트108동놀이터,경기도 성남시 분당구 판교로 430,,1992-12-30,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-04-14,Y,Y,N,031-703-2222,2025-07-05
500981,주택단지,실외,분당구,이매동,아름마을 건영아파트103동놀이터,경기도 성남시 분당구 판교로 430,,1992-12-30,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-04-14,Y,N,N,031-703-2222,2025-07-05
500983,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 402동 놀이터,경기도 성남시 분당구 탄천로 95,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,,2025-07-05
500984,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 409동 놀이터,경기도 성남시 분당구 탄천로 95,,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,,2025-07-05
